id,create_at,update_at,name,owner,language,stars,watchers,forks,size
6094683,2012-10-05T18:27:01Z,2019-01-01T08:22:12Z,bootstrap,angular-ui,JavaScript,14740,14740,7369,9938
31085130,2015-02-20T21:02:59Z,2019-01-03T09:50:24Z,lottie-web,airbnb,JavaScript,14734,14734,1263,159799
37958358,2015-06-24T02:49:52Z,2019-01-03T11:28:20Z,tesseract.js,naptha,JavaScript,14706,14706,953,94116
71948498,2016-10-25T23:48:03Z,2019-01-03T10:57:49Z,localstack,localstack,Python,14689,14689,963,1901
2278524,2011-08-27T08:30:59Z,2019-01-03T06:20:02Z,hubot,hubotio,JavaScript,14637,14637,3434,1987
52113921,2016-02-19T20:18:26Z,2019-01-03T12:10:37Z,draft-js,facebook,JavaScript,14628,14628,1593,9232
29749635,2015-01-23T19:38:29Z,2019-01-03T09:28:42Z,data-science-ipython-notebooks,donnemartin,Python,14614,14614,4369,48908
37382858,2015-06-13T18:25:17Z,2019-01-03T09:27:36Z,engineering-blogs,kilimchoi,Ruby,14610,14610,1683,1383
59652928,2016-05-25T10:09:03Z,2019-01-03T08:17:26Z,ngx-admin,akveo,TypeScript,14600,14600,4826,28646
2700159,2011-11-03T05:12:51Z,2019-01-03T11:53:52Z,druid,alibaba,Java,14599,14599,5430,53107
2293158,2011-08-30T06:13:20Z,2019-01-03T10:26:02Z,metasploit-framework,rapid7,Ruby,14587,14587,7586,376644
5084750,2012-07-17T16:39:00Z,2019-01-03T11:30:43Z,PhotoView,chrisbanes,Java,14581,14581,3489,16802
2371106,2011-09-12T13:03:05Z,2019-01-03T10:47:30Z,ruby-style-guide,rubocop-hq,,14567,14567,3270,883
1800198,2011-05-25T17:48:59Z,2019-01-03T09:35:16Z,idiomatic.js,rwaldron,,14549,14549,1888,1086
16587283,2014-02-06T17:28:03Z,2019-01-03T12:07:31Z,xgboost,dmlc,C++,14527,14527,6216,10278
35640229,2015-05-14T22:26:28Z,2019-01-03T11:44:37Z,rollup,rollup,JavaScript,14521,14521,632,8254
887025,2010-09-04T01:21:12Z,2019-01-03T04:48:14Z,q,kriskowal,JavaScript,14504,14504,1225,1364
32538871,2015-03-19T18:21:20Z,2019-01-03T08:34:14Z,gson,google,Java,14478,14478,2937,10605
14125254,2013-11-04T22:15:27Z,2019-01-03T11:47:55Z,consul,hashicorp,Go,14475,14475,2524,73608
1234714,2011-01-09T08:43:57Z,2019-01-03T07:53:10Z,elixir,elixir-lang,Elixir,14458,14458,2095,39014
3623050,2012-03-05T02:05:17Z,2019-01-03T11:48:18Z,homebrew-cask,Homebrew,Ruby,14434,14434,6838,137383
15480067,2013-12-27T19:06:07Z,2019-01-03T11:01:36Z,react-bootstrap,react-bootstrap,JavaScript,14433,14433,2355,8219
46622323,2015-11-21T16:02:26Z,2019-01-03T11:36:09Z,You-Dont-Need-jQuery,nefe,JavaScript,14414,14414,1356,578
5448530,2012-08-17T05:41:57Z,2019-01-03T06:55:25Z,ratchet,twbs,CSS,14370,14370,1535,16494
401025,2009-12-05T22:15:25Z,2019-01-03T10:16:43Z,hub,github,Go,14360,14360,1451,5224
39122628,2015-07-15T07:24:48Z,2019-01-03T11:27:29Z,tips,git-tips,JavaScript,14346,14346,1231,348
80149262,2017-01-26T19:51:40Z,2019-01-03T08:45:38Z,react-navigation,react-navigation,JavaScript,14315,14315,3029,12599
19620844,2014-05-09T18:15:20Z,2019-01-03T12:05:28Z,octotree,ovity,JavaScript,14304,14304,1191,63932
67709808,2016-09-08T14:21:41Z,2019-01-03T11:11:57Z,react-native-elements,react-native-training,JavaScript,14299,14299,2132,35600
21234201,2014-06-26T08:49:14Z,2019-01-03T09:56:46Z,mojs,legomushroom,JavaScript,14284,14284,754,137427
8538132,2013-03-03T15:36:49Z,2019-01-03T07:23:49Z,Flat-UI,designmodo,CSS,14282,14282,2461,36101
7240954,2012-12-19T13:31:50Z,2019-01-03T11:54:53Z,fonts,powerline,Shell,14274,14274,1860,20700
924303,2010-09-20T07:57:57Z,2019-01-03T01:05:56Z,zepto,madrobby,HTML,14222,14222,4016,8261
14003349,2013-10-31T00:10:06Z,2019-01-03T09:38:17Z,localForage,localForage,JavaScript,14222,14222,830,4669
41654081,2015-08-31T03:36:35Z,2019-01-03T11:45:08Z,macOS-Security-and-Privacy-Guide,drduh,Python,14213,14213,983,1248
74175805,2016-11-18T23:57:21Z,2019-01-03T10:37:10Z,istio,istio,Go,14193,14193,2211,55949
12774825,2013-09-12T04:24:29Z,2019-01-03T11:48:22Z,pace,HubSpot,CSS,14180,14180,1856,1050
21552971,2014-07-07T01:57:42Z,2019-01-03T08:52:49Z,awesome-shell,alebcay,,14162,14162,1322,566
4307108,2012-05-12T14:37:08Z,2019-01-03T07:03:50Z,nsq,nsqio,Go,14150,14150,1841,11157
49935814,2016-01-19T07:49:48Z,2019-01-03T11:51:34Z,ItChat,littlecodersh,Python,14144,14144,3403,955
24812854,2014-10-05T09:57:08Z,2019-01-03T08:57:03Z,node-lessons,alsotang,JavaScript,14139,14139,4617,2065
3422939,2012-02-12T16:19:18Z,2019-01-02T19:43:55Z,dropzone,enyo,JavaScript,14136,14136,3203,4209
29261473,2015-01-14T19:23:58Z,2019-01-03T12:05:15Z,minio,minio,Go,14135,14135,1283,44851
20541795,2014-06-05T21:13:40Z,2019-01-03T09:47:20Z,SnapKit,SnapKit,Swift,14105,14105,1357,2776
84009,2008-12-02T23:46:37Z,2019-01-02T15:07:58Z,jasmine,jasmine,JavaScript,14072,14072,2069,8415
809601,2010-07-31T18:54:46Z,2019-01-03T09:32:25Z,handlebars.js,wycats,JavaScript,14053,14053,1797,2159
125791597,2018-03-19T02:38:12Z,2019-01-03T11:52:10Z,CS-Interview-Knowledge-Map,InterviewMap,,14038,14038,2049,10862
53133861,2016-03-04T12:26:34Z,2019-01-03T09:06:46Z,my-mac-os,nikitavoloboev,CSS,14022,14022,571,14327
571770,2010-03-20T20:34:23Z,2019-01-03T10:33:10Z,pandoc,jgm,Haskell,14022,14022,1577,35084
47394776,2015-12-04T09:36:55Z,2019-01-03T10:54:14Z,lerna,lerna,JavaScript,14012,14012,908,5467
20822291,2014-06-14T01:17:57Z,2019-01-03T09:32:46Z,awesome-swift,ipader,Swift,13988,13988,3467,49835
33706598,2015-04-10T03:34:17Z,2019-01-03T10:08:38Z,react-native-guide,reactnativecn,,13930,13930,3365,117
7693799,2013-01-18T20:26:29Z,2019-01-03T10:40:39Z,ui-router,angular-ui,TypeScript,13922,13922,3331,12230
145803079,2018-08-23T05:04:38Z,2019-01-03T11:07:50Z,windows95,felixrieseberg,JavaScript,13919,13919,801,975
24586308,2014-09-29T08:39:34Z,2019-01-03T11:50:58Z,os-tutorial,cfenollosa,C,13917,13917,1407,154
6988020,2012-12-03T19:25:52Z,2019-01-03T09:53:49Z,js-xlsx,SheetJS,JavaScript,13915,13915,3154,45031
20281866,2014-05-29T04:11:33Z,2019-01-03T08:40:05Z,ToolsOfTheTrade,cjbarber,,13911,13911,1093,1634
115675788,2017-12-29T02:00:19Z,2019-01-03T11:29:28Z,wechat_jump_game,wangshub,Python,13905,13905,4805,26965
37448451,2015-06-15T06:50:02Z,2019-01-03T12:08:24Z,mattermost-server,mattermost,Go,13850,13850,2600,319109
51980455,2016-02-18T05:02:30Z,2019-01-03T11:04:02Z,alacritty,jwilm,Rust,13847,13847,597,4654
45431898,2015-11-03T00:48:07Z,2019-01-03T10:46:57Z,react-virtualized,bvaughn,JavaScript,13831,13831,1576,45435
115478820,2017-12-27T03:46:40Z,2019-01-03T10:13:42Z,awesome-scalability,binhnguyennus,,13829,13829,1295,554
11116372,2013-07-02T05:01:55Z,2019-01-03T09:08:09Z,keystone,keystonejs,JavaScript,13822,13822,2219,149348
5362524,2012-08-09T23:14:02Z,2019-01-03T05:32:16Z,source-code-pro,adobe-fonts,Python,13795,13795,1149,128980
32726377,2015-03-23T10:50:07Z,2019-01-03T09:08:55Z,react-demos,ruanyf,JavaScript,13791,13791,6079,1236
5625464,2012-08-31T06:57:52Z,2019-01-03T11:45:43Z,pyenv,pyenv,Shell,13783,13783,1187,3306
6064342,2012-10-03T18:10:02Z,2019-01-03T11:33:31Z,lime,limetext,,13779,13779,1086,2129
58623321,2016-05-12T08:34:31Z,2019-01-03T11:22:04Z,flv.js,Bilibili,JavaScript,13767,13767,2038,1097
2206953,2011-08-14T21:33:58Z,2019-01-03T11:21:05Z,commander.js,tj,JavaScript,13749,13749,1004,614
2055965,2011-07-15T22:56:39Z,2019-01-03T11:56:38Z,swagger-ui,swagger-api,JavaScript,13742,13742,6186,256080
74073233,2016-11-17T22:32:08Z,2019-01-03T09:27:36Z,algorithms,keon,Python,13739,13739,2434,1191
380961,2009-11-21T21:04:56Z,2019-01-02T18:50:32Z,masonry,desandro,HTML,13734,13734,2109,1479
1607357,2011-04-13T02:29:45Z,2019-01-03T11:54:52Z,superagent,visionmedia,JavaScript,13705,13705,1166,2479
11507163,2013-07-18T16:00:26Z,2019-01-03T08:32:00Z,uikit,uikit,CSS,13677,13677,2035,43894
16089035,2014-01-21T01:26:28Z,2019-01-03T10:08:52Z,wekan,wekan,JavaScript,13673,13673,1969,10135
6256729,2012-10-17T05:55:16Z,2019-01-03T11:43:42Z,fks,JacksonTian,JavaScript,13637,13637,4378,1764
519832,2010-02-16T04:10:13Z,2019-01-03T11:40:14Z,mitmproxy,mitmproxy,Python,13627,13627,1780,45034
11820425,2013-08-01T15:28:05Z,2019-01-03T08:38:00Z,parallax,wagerfield,JavaScript,13626,13626,2047,3759
17107479,2014-02-23T12:15:53Z,2019-01-03T11:30:26Z,framework7,framework7io,CSS,13603,13603,2881,54431
27382163,2014-12-01T14:07:07Z,2019-01-03T08:40:02Z,hexo-theme-next,iissnan,CSS,13601,13601,3676,13300
22394357,2014-07-29T20:27:33Z,2019-01-03T03:58:53Z,osquery,facebook,C++,13593,13593,1636,17245
38366638,2015-07-01T11:06:45Z,2019-01-03T08:46:39Z,reselect,reduxjs,JavaScript,13588,13588,445,537
1207300,2010-12-30T00:09:50Z,2019-01-02T21:06:29Z,statsd,etsy,JavaScript,13577,13577,1778,2101
49009950,2016-01-04T16:47:54Z,2019-01-03T11:50:29Z,HowToBeAProgrammer,braydie,,13528,13528,1240,648
1213225,2011-01-01T23:47:21Z,2019-01-03T04:43:59Z,highlight.js,highlightjs,JavaScript,13507,13507,2324,8694
45055693,2015-10-27T16:53:23Z,2019-01-03T07:56:43Z,etcher,balena-io,JavaScript,13475,13475,728,90363
13142126,2013-09-27T05:21:01Z,2019-01-02T18:25:41Z,riot,riot,JavaScript,13395,13395,1004,8950
24297122,2014-09-21T17:01:48Z,2019-01-03T10:22:53Z,awesome-docker,veggiemonk,,13371,13371,1541,6705
619849,2010-04-20T16:20:16Z,2019-01-03T09:07:04Z,spf13-vim,spf13,VimL,13358,13358,3615,5905
8986773,2013-03-24T13:46:06Z,2019-01-03T11:21:12Z,stackedit,benweet,JavaScript,13357,13357,2030,36500
30161665,2015-02-01T22:07:38Z,2019-01-03T08:37:53Z,inferno,infernojs,JavaScript,13350,13350,607,35226
33486016,2015-04-06T14:26:21Z,2019-01-03T09:14:57Z,Kingfisher,onevcat,Swift,13336,13336,1457,13115
805461,2010-07-29T14:58:13Z,2019-01-03T11:05:52Z,mysql,mysqljs,JavaScript,13327,13327,1874,2434
1195004,2010-12-24T06:07:50Z,2019-01-03T05:44:39Z,angular-seed,angular,JavaScript,13324,13324,7469,14486
1614410,2011-04-14T14:12:38Z,2019-01-03T11:00:22Z,FFmpeg,FFmpeg,C,13320,13320,5143,222095
52677592,2016-02-27T17:00:27Z,2019-01-03T12:01:47Z,awesome-tensorflow,jtoy,,13317,13317,2357,232
13473768,2013-10-10T14:34:18Z,2019-01-03T08:08:38Z,ionicons,ionic-team,HTML,13309,13309,1508,22339
43568832,2015-10-02T18:20:08Z,2019-01-03T11:26:19Z,Perfect,PerfectlySoft,Swift,13274,13274,953,5444
45147841,2015-10-28T23:25:08Z,2019-01-03T11:44:34Z,prepack,facebook,JavaScript,13273,13273,430,17783
50709152,2016-01-30T04:36:48Z,2019-01-03T11:52:09Z,iris,kataras,Go,13265,13265,1359,28340
6731432,2012-11-17T03:15:11Z,2019-01-03T11:59:16Z,shellcheck,koalaman,Haskell,13251,13251,670,3567
658518,2010-05-10T04:46:06Z,2019-01-03T08:25:07Z,ipython,ipython,Python,13247,13247,3745,72012
53619303,2016-03-10T21:45:12Z,2019-01-03T09:29:23Z,f8app,fbsamples,JavaScript,13245,13245,2547,14278
41592744,2015-08-29T12:29:03Z,2019-01-03T07:55:08Z,css-protips,AllThingsSmitty,,13218,13218,936,6865
24186761,2014-09-18T12:12:23Z,2019-01-03T12:01:39Z,anko,Kotlin,Kotlin,13218,13218,1048,15223
81080671,2017-02-06T11:32:46Z,2019-01-03T11:47:36Z,lectures,oxford-cs-deepnlp-2017,,13214,13214,3070,48981
93076012,2017-06-01T16:11:11Z,2019-01-03T09:27:36Z,chromeless,prisma-archive,TypeScript,13213,13213,582,1088
62812261,2016-07-07T14:15:27Z,2019-01-03T11:53:28Z,kubernetes-the-hard-way,kelseyhightower,,13207,13207,2303,670
1381283,2011-02-18T05:18:27Z,2019-01-03T09:32:18Z,solarized,altercation,Vim script,13203,13203,3334,34558
28699471,2015-01-02T00:31:34Z,2019-01-03T11:45:03Z,awesome-remote-job,lukasz-madon,,13201,13201,1302,565
59010815,2016-05-17T09:54:10Z,2019-01-03T11:39:02Z,mint-ui,ElemeFE,Vue,13197,13197,2913,3064
5101141,2012-07-18T19:57:25Z,2019-01-03T11:26:03Z,jq,stedolan,C,13189,13189,757,5595
138634298,2018-06-25T18:26:02Z,2019-01-03T07:15:49Z,MS-DOS,Microsoft,Assembly,13180,13180,1897,875
44998092,2015-10-26T21:21:31Z,2019-01-03T10:56:50Z,Aerial,JohnCoates,Swift,13165,13165,724,11881
128624453,2018-04-08T09:32:26Z,2019-01-03T11:53:20Z,taro,NervJS,JavaScript,13156,13156,1277,8194
1376664,2011-02-17T02:07:15Z,2019-01-03T10:37:49Z,monolog,Seldaek,PHP,13139,13139,1476,2606
29112049,2015-01-12T00:41:38Z,2019-01-03T08:04:10Z,ZeroNet,HelloZeroNet,Python,13130,13130,1712,10715
82729529,2017-02-21T21:35:07Z,2019-01-03T11:29:51Z,python-fire,google,Python,13127,13127,748,596
131582572,2018-04-30T10:25:31Z,2019-01-03T11:44:28Z,architecture.of.internet-product,davideuler,,13117,13117,2655,599861
58034548,2016-05-04T08:11:22Z,2019-01-03T10:37:22Z,flexbox-layout,google,Kotlin,13116,13116,1407,49177
43797718,2015-10-07T05:54:51Z,2019-01-03T10:34:36Z,recompose,acdlite,JavaScript,13114,13114,1134,1210
4793392,2012-06-26T09:52:15Z,2019-01-03T07:12:37Z,sqlmap,sqlmapproject,Python,13114,13114,2872,63104
22067521,2014-07-21T14:29:47Z,2019-01-03T10:12:29Z,imgui,ocornut,C++,13111,13111,1780,31818
84703916,2017-03-12T06:02:46Z,2019-01-03T12:06:36Z,awesome-blockchain-cn,chaozh,JavaScript,13106,13106,2527,184
65388917,2016-08-10T14:24:36Z,2019-01-03T11:37:50Z,PythonDataScienceHandbook,jakevdp,Jupyter Notebook,13097,13097,5320,32393
7874074,2013-01-28T16:47:12Z,2019-01-03T11:36:22Z,howler.js,goldfire,JavaScript,13093,13093,1326,31929
3390243,2012-02-08T19:07:25Z,2019-01-03T11:06:43Z,servo,servo,Rust,13093,13093,2033,777864
10365411,2013-05-29T17:40:11Z,2019-01-03T09:31:03Z,medium-editor,yabwe,JavaScript,13086,13086,1584,10352
95189138,2017-06-23T06:15:51Z,2019-01-03T11:36:10Z,p3c,alibaba,Kotlin,13060,13060,2895,20215
11061773,2013-06-29T23:59:48Z,2019-01-03T12:06:10Z,eslint,eslint,JavaScript,13056,13056,2242,19747
133251103,2018-05-13T15:44:01Z,2019-01-03T11:00:50Z,dive,wagoodman,Go,13043,13043,392,3037
16072585,2014-01-20T14:14:11Z,2019-01-03T11:13:07Z,phoenix,phoenixframework,Elixir,13043,13043,1632,10434
45456804,2015-11-03T09:50:50Z,2019-01-03T11:30:51Z,awesome-python-cn,jobbole,Makefile,13039,13039,4651,438
67481986,2016-09-06T06:57:52Z,2019-01-03T08:19:37Z,tinker,Tencent,Java,13009,13009,2656,4166
19542809,2014-05-07T17:00:37Z,2019-01-03T11:11:07Z,http-api-design,interagent,,12997,12997,1050,138
12732573,2013-09-10T14:58:51Z,2019-01-03T12:01:24Z,vim-plug,junegunn,Vim script,12994,12994,569,8682
7613257,2013-01-14T21:40:56Z,2019-01-03T10:24:44Z,selenium,SeleniumHQ,Java,12985,12985,4525,1707405
21265042,2014-06-27T05:29:02Z,2019-01-03T10:43:29Z,AsyncDisplayKit,facebookarchive,Objective-C++,12980,12980,2276,131026
65678789,2016-08-14T17:44:33Z,2019-01-03T10:16:46Z,webpack-dashboard,FormidableLabs,JavaScript,12956,12956,378,599
46342224,2015-11-17T11:17:38Z,2019-01-03T12:10:09Z,skill-map,TeamStuQ,HTML,12889,12889,3267,33939
89012427,2017-04-21T18:27:39Z,2019-01-03T11:14:33Z,react-sketchapp,airbnb,JavaScript,12888,12888,688,4030
71939872,2016-10-25T21:17:50Z,2019-01-03T10:13:59Z,blueprint,palantir,TypeScript,12886,12886,1044,72690
23112526,2014-08-19T14:09:26Z,2019-01-03T10:12:33Z,Android-CleanArchitecture,android10,Java,12885,12885,2987,5182
760732,2010-07-06T22:50:17Z,2019-01-03T10:14:14Z,fmdb,ccgus,Objective-C,12844,12844,2762,1249
51270739,2016-02-07T23:02:45Z,2019-01-03T11:29:34Z,awesome-vscode,viatsko,JavaScript,12838,12838,637,9215
4044891,2012-04-16T20:06:56Z,2019-01-03T02:54:32Z,realm-cocoa,realm,Objective-C,12832,12832,1650,53286
28513398,2014-12-26T14:57:02Z,2019-01-02T21:18:26Z,Spring,MengTo,Swift,12828,12828,1491,913
11829145,2013-08-01T22:21:30Z,2019-01-03T09:41:05Z,trix,basecamp,CoffeeScript,12811,12811,587,3480
1116542,2010-11-27T09:41:48Z,2019-01-03T11:09:24Z,aria2,aria2,C++,12802,12802,1453,28425
35756351,2015-05-17T07:29:15Z,2019-01-03T10:50:22Z,waifu2x,nagadomi,Lua,12780,12780,1475,712750
97249406,2017-07-14T15:42:12Z,2019-01-03T09:36:58Z,wtfjs,denysdovhan,JavaScript,12765,12765,816,312
61412022,2016-06-18T01:52:42Z,2019-01-03T11:57:49Z,slate,ianstormtaylor,JavaScript,12762,12762,997,225593
30203935,2015-02-02T19:25:47Z,2019-01-03T12:03:00Z,metabase,metabase,JavaScript,12756,12756,1694,92748
30794868,2015-02-14T11:33:07Z,2019-01-03T08:46:31Z,plyr,sampotts,JavaScript,12747,12747,1357,31402
9354478,2013-04-10T19:47:33Z,2019-01-03T10:09:23Z,YYKit,ibireme,Objective-C,12746,12746,3363,56960
2336578,2011-09-06T18:58:49Z,2019-01-03T11:08:34Z,bootstrap-sass,twbs,Ruby,12719,12719,3473,3132
326688,2009-10-04T23:41:19Z,2019-01-03T04:57:55Z,mustache.js,janl,JavaScript,12714,12714,2251,1292
1093228,2010-11-18T23:17:00Z,2019-01-03T11:11:14Z,cocos2d-x,cocos2d,C++,12700,12700,6631,938276
58836534,2016-05-15T00:27:45Z,2019-01-03T11:40:12Z,algorithm-visualizer,algorithm-visualizer,JavaScript,12700,12700,1787,20031
10309334,2013-05-27T06:46:58Z,2019-01-03T10:56:15Z,N-blog,nswbmw,JavaScript,12685,12685,4539,10727
60630844,2016-06-07T16:56:31Z,2019-01-03T09:37:21Z,monaco-editor,Microsoft,JavaScript,12661,12661,1070,6019
1431547,2011-03-02T17:13:56Z,2019-01-03T09:13:36Z,django-rest-framework,encode,Python,12643,12643,3860,40988
46273445,2015-11-16T12:32:33Z,2019-01-03T05:08:54Z,uppy,transloadit,JavaScript,12612,12612,587,219137
22607013,2014-08-04T14:23:37Z,2019-01-03T09:41:26Z,amazeui,amazeui,JavaScript,12587,12587,2515,20647
71583602,2016-10-21T17:02:11Z,2019-01-03T10:44:43Z,cs-video-courses,Developer-Y,,12572,12572,1530,431
448045,2009-12-24T13:16:23Z,2019-01-03T11:30:35Z,phpunit,sebastianbergmann,PHP,12568,12568,1684,30166
3431193,2012-02-13T15:32:36Z,2019-01-03T09:48:05Z,yii2,yiisoft,PHP,12561,12561,6711,71850
77144337,2016-12-22T12:51:39Z,2019-01-03T12:07:54Z,faas,openfaas,Go,12554,12554,976,22803
31504491,2015-03-01T17:43:01Z,2019-01-03T09:41:18Z,echo,labstack,Go,12552,12552,1122,5139
2909429,2011-12-04T08:49:15Z,2019-01-03T07:02:11Z,glances,nicolargo,Python,12530,12530,852,27832
12358097,2013-08-25T11:32:48Z,2019-01-03T11:31:13Z,IQKeyboardManager,hackiftekhar,Objective-C,12527,12527,2003,22129
17066884,2014-02-21T19:18:47Z,2019-01-03T10:43:57Z,pyspider,binux,Python,12525,12525,3099,3976
6934395,2012-11-30T06:16:18Z,2019-01-03T11:14:33Z,rocksdb,facebook,C++,12517,12517,2749,122034
41912791,2015-09-04T11:42:53Z,2019-01-03T11:48:15Z,v2ray-core,v2ray,Go,12512,12512,2783,28508
38307428,2015-06-30T12:16:50Z,2019-01-03T11:31:49Z,graphql-js,graphql,JavaScript,12478,12478,1023,5489
101684374,2017-08-28T20:22:19Z,2019-01-03T11:48:31Z,wtfpython,satwikkansal,Python,12478,12478,1090,591
20106153,2014-05-23T16:22:32Z,2019-01-03T03:00:32Z,MJRefresh,CoderMJLee,Objective-C,12460,12460,3444,13884
31168578,2015-02-22T16:04:42Z,2019-01-03T03:58:59Z,functional-programming-jargon,hemanth,,12445,12445,720,283
65233633,2016-08-08T19:41:59Z,2019-01-03T11:13:33Z,pkg,zeit,JavaScript,12434,12434,425,2321
125596489,2018-03-17T04:24:10Z,2019-01-03T09:27:36Z,docz,pedronauck,TypeScript,12427,12427,366,3678
6887813,2012-11-27T17:32:32Z,2019-01-02T23:20:57Z,crystal,crystal-lang,Crystal,12427,12427,960,38171
17372733,2014-03-03T16:53:36Z,2019-01-03T10:06:14Z,OpenAPI-Specification,OAI,,12416,12416,4219,2257
13753636,2013-10-21T20:07:22Z,2019-01-03T11:40:28Z,generator-jhipster,jhipster,JavaScript,12408,12408,2585,36995
36836475,2015-06-03T23:32:55Z,2019-01-03T11:18:26Z,tmux,tmux,C,12404,12404,852,9163
931039,2010-09-22T16:11:32Z,2019-01-03T11:58:12Z,browserify,browserify,JavaScript,12400,12400,1088,2415
25050844,2014-10-10T19:54:55Z,2019-01-03T09:41:11Z,Carthage,Carthage,Swift,12375,12375,1199,18810
105036236,2017-09-27T15:31:23Z,2019-01-03T10:33:29Z,draggable,Shopify,JavaScript,12364,12364,584,3596
15116946,2013-12-11T19:37:46Z,2019-01-03T11:01:21Z,vue-router,vuejs,JavaScript,12359,12359,3315,7908
781028,2010-07-17T23:20:19Z,2019-01-03T09:47:50Z,node-inspector,node-inspector,JavaScript,12353,12353,764,7522
45261969,2015-10-30T16:10:56Z,2019-01-03T11:39:44Z,plaid,nickbutcher,Kotlin,12351,12351,2524,32964
11171548,2013-07-04T08:47:49Z,2019-01-03T07:09:09Z,json,nlohmann,C++,12348,12348,1977,170075
31865176,2015-03-08T20:54:00Z,2019-01-03T03:14:59Z,Material-Animations,lgvalle,Java,12347,12347,2464,8692
2253830,2011-08-23T07:57:17Z,2019-01-03T11:40:33Z,PHPMailer,PHPMailer,PHP,12345,12345,6826,4770
17803236,2014-03-16T16:19:57Z,2019-01-03T12:01:42Z,rclone,ncw,Go,12310,12310,966,121363
69953445,2016-10-04T10:07:06Z,2019-01-03T10:40:04Z,zheng,shuzheng,Java,12307,12307,6073,41231
30215630,2015-02-03T00:01:19Z,2019-01-03T09:41:01Z,kit,go-kit,Go,12284,12284,1293,6840
67186968,2016-09-02T03:32:25Z,2019-01-03T11:15:30Z,chinese-poetry,chinese-poetry,Python,12277,12277,1985,95570
41766002,2015-09-01T22:10:53Z,2019-01-03T08:43:56Z,amphtml,ampproject,JavaScript,12265,12265,2754,567493
1206546,2010-12-29T18:49:51Z,2019-01-03T11:41:16Z,winston,winstonjs,JavaScript,12260,12260,1143,2264
156157055,2018-11-05T03:44:27Z,2019-01-03T12:09:38Z,practicalAI,GokuMohandas,Jupyter Notebook,12236,12236,1725,15275
82285884,2017-02-17T10:27:59Z,2019-01-03T09:20:12Z,AR.js,jeromeetienne,JavaScript,12210,12210,1475,336122
56353740,2016-04-15T22:38:35Z,2019-01-03T09:58:38Z,minikube,kubernetes,Go,12205,12205,1824,51051
965782,2010-10-06T06:58:48Z,2019-01-03T11:54:14Z,validator.js,chriso,JavaScript,12201,12201,1042,3281
817345,2010-08-04T16:32:07Z,2019-01-03T08:30:56Z,git-extras,tj,Shell,12186,12186,913,1301
49594603,2016-01-13T18:53:25Z,2019-01-03T07:40:39Z,Public-APIs,abhishekbanthia,,12183,12183,978,386
9325315,2013-04-09T16:02:18Z,2019-01-03T09:34:07Z,loopback,strongloop,JavaScript,12171,12171,1131,8447
19745004,2014-05-13T15:38:58Z,2019-01-03T11:56:30Z,odoo,odoo,JavaScript,12162,12162,9365,2425877
911765,2010-09-15T05:20:04Z,2019-01-03T03:18:15Z,diaspora,diaspora,Ruby,12128,12128,2912,105196
5558246,2012-08-26T07:24:04Z,2019-01-03T05:40:07Z,stream-handbook,substack,JavaScript,12128,12128,911,618
29247444,2015-01-14T14:18:07Z,2019-01-03T02:20:31Z,blessed-contrib,yaronn,JavaScript,12122,12122,648,5319
12488374,2013-08-30T14:32:19Z,2019-01-03T11:18:35Z,Best-App,hzlzh,,12122,12122,1684,249
1365679,2011-02-14T15:43:03Z,2019-01-03T04:24:38Z,tomorrow-theme,chriskempson,CSS,12118,12118,2935,4772
18962767,2014-04-20T11:03:15Z,2019-01-03T12:07:26Z,Qix,ty4z2008,,12103,12103,4629,2001
53631945,2016-03-11T02:02:33Z,2019-01-03T11:12:28Z,ripgrep,BurntSushi,Rust,12101,12101,494,2819
20537104,2014-06-05T18:49:41Z,2019-01-03T09:54:57Z,cayley,cayleygraph,Go,12086,12086,1068,18684
49609581,2016-01-13T23:41:35Z,2019-01-03T10:15:08Z,PowerShell,PowerShell,C#,12077,12077,1955,48467
15008072,2013-12-07T15:43:33Z,2019-01-03T09:51:20Z,quick-look-plugins,sindresorhus,,12059,12059,435,4671
61872036,2016-06-24T09:06:16Z,2019-01-03T11:57:56Z,dva,dvajs,JavaScript,12041,12041,2108,880
108395495,2017-10-26T10:13:21Z,2019-01-03T07:16:24Z,charts,frappe,JavaScript,12040,12040,474,4996
99761907,2017-08-09T03:37:15Z,2019-01-03T09:40:55Z,react-beautiful-dnd,atlassian,JavaScript,12037,12037,594,7233
20818126,2014-06-13T21:19:18Z,2019-01-03T11:03:47Z,ExoPlayer,google,Java,12035,12035,3676,80833
51994692,2016-02-18T09:09:53Z,2019-01-03T09:19:17Z,electronic-wechat,geeeeeeeeek,JavaScript,12026,12026,2091,1114
53639099,2016-03-11T04:19:18Z,2019-01-03T11:37:28Z,the-super-tiny-compiler,jamiebuilds,JavaScript,12024,12024,1020,26
743723,2010-06-27T20:29:33Z,2019-01-03T10:41:35Z,store.js,marcuswestin,JavaScript,12022,12022,1228,485
96246170,2017-07-04T19:03:31Z,2019-01-03T11:44:35Z,apollo,ApolloAuto,C++,12020,12020,3529,604087
96641209,2017-07-08T20:01:38Z,2019-01-03T11:52:07Z,API-Security-Checklist,shieldfy,,12017,12017,1134,273
3112748,2012-01-05T19:48:55Z,2019-01-03T07:58:07Z,games,leereilly,,12005,12005,1602,510
